method,seed,test_fold,reported_mcc,oracle_mcc,gap,cal_method,calibrated_mcc,oracle_recovery
E8.1_ts_sage_d60,0,unsw_nb15,0.004618826745876861,0.2153064221199497,0.21068759537407283,prevalence_transfer,-0.20221154451651124,-0.9816922106646274
E3.A,0,lycos_ids2017,-0.43065068435342085,0.0,0.43065068435342085,otsu,-0.4392792120764233,-0.02003602464014961
E3.A,0,lycos_ids2017,-0.43065068435342085,0.0,0.43065068435342085,gmm,-0.4565767390358792,-0.060202051510457336
E3.A,0,lycos_ids2017,-0.43065068435342085,0.0,0.43065068435342085,topk10,-0.15808045415451197,0.6329264996017503
E3.A,0,lycos_ids2017,-0.43065068435342085,0.0,0.43065068435342085,topk20,-0.2530262286197746,0.4124559931916321
E3.A,0,lycos_ids2017,-0.43065068435342085,0.0,0.43065068435342085,topk30,-0.32942679098193745,0.23504872289582218
E3.A,0,lycos_ids2017,-0.43065068435342085,0.0,0.43065068435342085,topk40,-0.39261518577423665,0.08832099880739935
E3.A,0,lycos_ids2017,-0.43065068435342085,0.0,0.43065068435342085,prevalence_transfer,-0.28562870525310524,0.3367508386014797
E4.3_graphstats,0,unsw_nb15,-0.12789435234023924,0.0072317930511203365,0.1351261453913596,otsu,-0.13209568032432115,-0.03109189544269018
E4.3_graphstats,0,unsw_nb15,-0.12789435234023924,0.0072317930511203365,0.1351261453913596,gmm,-0.13697206825454328,-0.067179566826336
E4.3_graphstats,0,unsw_nb15,-0.12789435234023924,0.0072317930511203365,0.1351261453913596,topk10,-0.10002599997998876,0.20623952736560838
E4.3_graphstats,0,unsw_nb15,-0.12789435234023924,0.0072317930511203365,0.1351261453913596,topk20,-0.1367866952861249,-0.06580771559886626
E4.3_graphstats,0,unsw_nb15,-0.12789435234023924,0.0072317930511203365,0.1351261453913596,topk30,-0.17769741840348802,-0.36856720747125926
E4.3_graphstats,0,unsw_nb15,-0.12789435234023924,0.0072317930511203365,0.1351261453913596,topk40,-0.21709464802964487,-0.6601261023990506
E4.3_graphstats,0,unsw_nb15,-0.12789435234023924,0.0072317930511203365,0.1351261453913596,prevalence_transfer,-0.11382620632237203,0.1041112064369356
E6.2_msa,0,lycos_ids2017,-0.0645935914401576,0.12873647111181444,0.19333006255197205,otsu,-0.3880970601084118,-1.6733221124432638
E6.2_msa,0,lycos_ids2017,-0.0645935914401576,0.12873647111181444,0.19333006255197205,gmm,-0.30139944585285994,-1.224878589945332
E6.2_msa,0,lycos_ids2017,-0.0645935914401576,0.12873647111181444,0.19333006255197205,topk10,-0.11871357618825014,-0.2799356914993172
E6.2_msa,0,lycos_ids2017,-0.0645935914401576,0.12873647111181444,0.19333006255197205,topk20,-0.22422057040714738,-0.8256707563216041
E6.2_msa,0,lycos_ids2017,-0.0645935914401576,0.12873647111181444,0.19333006255197205,topk30,-0.31423368399097146,-1.2912637034072456
E6.2_msa,0,lycos_ids2017,-0.0645935914401576,0.12873647111181444,0.19333006255197205,topk40,-0.376540785511606,-1.6135472670609057
E6.2_msa,0,lycos_ids2017,-0.0645935914401576,0.12873647111181444,0.19333006255197205,prevalence_transfer,-0.26169502280553436,-1.0195074100924728
E5.1_dann_no_grl,0,lycos_ids2017,-0.1759371092602239,0.04207274628424415,0.21800985554446806,otsu,-0.21072424595226624,-0.15956680768015422
E5.1_dann_no_grl,0,lycos_ids2017,-0.1759371092602239,0.04207274628424415,0.21800985554446806,gmm,-0.26884489117779575,-0.42616321948170455
E5.1_dann_no_grl,0,lycos_ids2017,-0.1759371092602239,0.04207274628424415,0.21800985554446806,topk10,-0.17312716716099547,0.012889059956536181
E5.1_dann_no_grl,0,lycos_ids2017,-0.1759371092602239,0.04207274628424415,0.21800985554446806,topk20,-0.12990417824306463,0.21115068812918786
E5.1_dann_no_grl,0,lycos_ids2017,-0.1759371092602239,0.04207274628424415,0.21800985554446806,topk30,-0.18150454973624963,-0.025537563254291133
E5.1_dann_no_grl,0,lycos_ids2017,-0.1759371092602239,0.04207274628424415,0.21800985554446806,topk40,-0.2853989005404492,-0.5020956094248595
E5.1_dann_no_grl,0,lycos_ids2017,-0.1759371092602239,0.04207274628424415,0.21800985554446806,prevalence_transfer,-0.11642081501902088,0.2729981820893566
E3.A,1,unsw_nb15,-0.24863920419941324,0.0,0.24863920419941324,otsu,-0.2758505126408812,-0.10944094085679248
E3.A,1,unsw_nb15,-0.24863920419941324,0.0,0.24863920419941324,gmm,-0.331809137485871,-0.33450048054269804
E3.A,1,unsw_nb15,-0.24863920419941324,0.0,0.24863920419941324,topk10,-0.08159247983593775,0.6718438667037437
E3.A,1,unsw_nb15,-0.24863920419941324,0.0,0.24863920419941324,topk20,-0.13826541658479077,0.44391144176161634
E3.A,1,unsw_nb15,-0.24863920419941324,0.0,0.24863920419941324,topk30,-0.19116200453039092,0.23116708346172368
E3.A,1,unsw_nb15,-0.24863920419941324,0.0,0.24863920419941324,topk40,-0.24408109548090282,0.018332220508776788
E3.A,1,unsw_nb15,-0.24863920419941324,0.0,0.24863920419941324,prevalence_transfer,-0.0968249981181863,0.6105803248930491
E7.1_lqe_tierA,2,unsw_nb15,-0.21435600355140574,0.0,0.21435600355140574,otsu,-0.21689515099791046,-0.011845469240126921
E7.1_lqe_tierA,2,unsw_nb15,-0.21435600355140574,0.0,0.21435600355140574,gmm,-0.22465970780791247,-0.048068186035366854
E7.1_lqe_tierA,2,unsw_nb15,-0.21435600355140574,0.0,0.21435600355140574,topk10,-0.11340772207768904,0.47093750490411534
E7.1_lqe_tierA,2,unsw_nb15,-0.21435600355140574,0.0,0.21435600355140574,topk20,-0.16970754476064046,0.20829115140718663
E7.1_lqe_tierA,2,unsw_nb15,-0.21435600355140574,0.0,0.21435600355140574,topk30,-0.20971695584559744,0.02164179042783747
E7.1_lqe_tierA,2,unsw_nb15,-0.21435600355140574,0.0,0.21435600355140574,topk40,-0.23108124540151687,-0.07802553496524842
E7.1_lqe_tierA,2,unsw_nb15,-0.21435600355140574,0.0,0.21435600355140574,prevalence_transfer,-0.12920921148636944,0.39722140110070137
E6.1_anomal_e,2,cic_ids2018,-0.07144777633666792,0.17027850346454818,0.24172627980121608,otsu,0.15732419305074033,0.9464091764269038
E6.1_anomal_e,2,cic_ids2018,-0.07144777633666792,0.17027850346454818,0.24172627980121608,gmm,0.16341818833364719,0.9716194898769693
E6.1_anomal_e,2,cic_ids2018,-0.07144777633666792,0.17027850346454818,0.24172627980121608,topk10,-0.07762411996085937,-0.02555098117288105
E6.1_anomal_e,2,cic_ids2018,-0.07144777633666792,0.17027850346454818,0.24172627980121608,topk20,-0.07521646124246933,-0.015590712391307214
E6.1_anomal_e,2,cic_ids2018,-0.07144777633666792,0.17027850346454818,0.24172627980121608,topk30,-0.06063010039470566,0.04475175785958476
E6.1_anomal_e,2,cic_ids2018,-0.07144777633666792,0.17027850346454818,0.24172627980121608,topk40,-0.026695659280514174,0.18513550571727536
E6.1_anomal_e,2,cic_ids2018,-0.07144777633666792,0.17027850346454818,0.24172627980121608,prevalence_transfer,-0.07821751499548768,-0.028005803359017742
E1.A,1,cic_ids2018,-0.0030506903500836426,0.2136185101128866,0.21666920046297025,otsu,-0.003141146524809143,-0.00041748515493765135
E1.A,1,cic_ids2018,-0.0030506903500836426,0.2136185101128866,0.21666920046297025,gmm,-0.0033655356887131514,-0.001453115338759545
E1.A,1,cic_ids2018,-0.0030506903500836426,0.2136185101128866,0.21666920046297025,topk10,0.20968983330445967,0.9818678575449012
E1.A,1,cic_ids2018,-0.0030506903500836426,0.2136185101128866,0.21666920046297025,topk20,0.14961009590017088,0.7045800045602003
E1.A,1,cic_ids2018,-0.0030506903500836426,0.2136185101128866,0.21666920046297025,topk30,0.07718592875232967,0.3703185267263037
E1.A,1,cic_ids2018,-0.0030506903500836426,0.2136185101128866,0.21666920046297025,topk40,0.03713039061826659,0.18544897420811485
E1.A,1,cic_ids2018,-0.0030506903500836426,0.2136185101128866,0.21666920046297025,prevalence_transfer,0.20692953216979187,0.9691281551378692
E6.2_msa,0,unsw_nb15,0.15793607111058644,0.3598629430691296,0.20192687195854314,otsu,0.3511502933409929,0.9568524503765629
E6.2_msa,0,unsw_nb15,0.15793607111058644,0.3598629430691296,0.20192687195854314,gmm,0.3457453560932799,0.9300856451698607
E6.2_msa,0,unsw_nb15,0.15793607111058644,0.3598629430691296,0.20192687195854314,topk10,0.27287976155391797,0.5692342446969128
E6.2_msa,0,unsw_nb15,0.15793607111058644,0.3598629430691296,0.20192687195854314,topk20,0.3483887667448402,0.9431765756929811
E6.2_msa,0,unsw_nb15,0.15793607111058644,0.3598629430691296,0.20192687195854314,topk30,0.35577233496360383,0.9797421310702739
E6.2_msa,0,unsw_nb15,0.15793607111058644,0.3598629430691296,0.20192687195854314,topk40,0.3382549712792672,0.892991103262875
E6.2_msa,0,unsw_nb15,0.15793607111058644,0.3598629430691296,0.20192687195854314,prevalence_transfer,0.3125102305957115,0.7654957360843984
E6.4_hybrid_E6.2,0,lycos_ids2017,0.0,0.6093687147103947,0.6093687147103947,otsu,0.6075133052761653,0.9969551941387225
E6.4_hybrid_E6.2,0,lycos_ids2017,0.0,0.6093687147103947,0.6093687147103947,gmm,0.5908714557555614,0.9696452106773743
E6.4_hybrid_E6.2,0,lycos_ids2017,0.0,0.6093687147103947,0.6093687147103947,topk10,0.2350051899075992,0.3856535201668279
E6.4_hybrid_E6.2,0,lycos_ids2017,0.0,0.6093687147103947,0.6093687147103947,topk20,0.5752995393728251,0.9440910330393953
E6.4_hybrid_E6.2,0,lycos_ids2017,0.0,0.6093687147103947,0.6093687147103947,topk30,0.44467995993135895,0.7297387430575513
E6.4_hybrid_E6.2,0,lycos_ids2017,0.0,0.6093687147103947,0.6093687147103947,topk40,0.3277552709760462,0.5378603513175326
E6.4_hybrid_E6.2,0,lycos_ids2017,0.0,0.6093687147103947,0.6093687147103947,prevalence_transfer,0.5548323340363464,0.9105034778492576
E1.B,0,ton_iot,0.04160113430874395,0.2675973792283949,0.22599624491965092,otsu,0.021421785958750057,-0.0892906355907299
E1.B,0,ton_iot,0.04160113430874395,0.2675973792283949,0.22599624491965092,gmm,0.029889370830879534,-0.05182282334836286
E1.B,0,ton_iot,0.04160113430874395,0.2675973792283949,0.22599624491965092,topk10,0.03326958404937522,-0.03686587917569548
E1.B,0,ton_iot,0.04160113430874395,0.2675973792283949,0.22599624491965092,topk20,0.017661943469195997,-0.10592738320965962
E1.B,0,ton_iot,0.04160113430874395,0.2675973792283949,0.22599624491965092,topk30,0.007510407633055676,-0.15084642971748777
E1.B,0,ton_iot,0.04160113430874395,0.2675973792283949,0.22599624491965092,topk40,0.0548398703539306,0.058579451397050654
E1.B,0,ton_iot,0.04160113430874395,0.2675973792283949,0.22599624491965092,prevalence_transfer,0.04787790568456193,0.027773786144321022
B4_raw,0,ton_iot,0.002596470457348625,0.17905997840821655,0.17646350795086793,otsu,0.002759675698164505,0.0009248668051035258
B4_raw,0,ton_iot,0.002596470457348625,0.17905997840821655,0.17646350795086793,gmm,-0.00172236407385637,-0.024474377628305295
B4_raw,0,ton_iot,0.002596470457348625,0.17905997840821655,0.17646350795086793,topk10,-0.2133935375797372,-1.2239924874281831
B4_raw,0,ton_iot,0.002596470457348625,0.17905997840821655,0.17646350795086793,topk20,-0.21052262209799324,-1.2077233136194925
B4_raw,0,ton_iot,0.002596470457348625,0.17905997840821655,0.17646350795086793,topk30,-0.08801421578857388,-0.5134811570851855
B4_raw,0,ton_iot,0.002596470457348625,0.17905997840821655,0.17646350795086793,topk40,-0.01456976979014378,-0.09727926440333452
B4_raw,0,ton_iot,0.002596470457348625,0.17905997840821655,0.17646350795086793,prevalence_transfer,-0.02479259576049087,-0.15521093588066565
E5.4_dropedge_p50_dann,0,lycos_ids2017,-0.16292671080042578,0.23635790771273393,0.3992846185131597,otsu,-0.2435669364365672,-0.20196176335674115
E5.4_dropedge_p50_dann,0,lycos_ids2017,-0.16292671080042578,0.23635790771273393,0.3992846185131597,gmm,-0.2994273908112071,-0.34186310637028083
E5.4_dropedge_p50_dann,0,lycos_ids2017,-0.16292671080042578,0.23635790771273393,0.3992846185131597,topk10,-0.13649719842214958,0.06619216256487259
E5.4_dropedge_p50_dann,0,lycos_ids2017,-0.16292671080042578,0.23635790771273393,0.3992846185131597,topk20,-0.0679072889757149,0.2379741603333994
E5.4_dropedge_p50_dann,0,lycos_ids2017,-0.16292671080042578,0.23635790771273393,0.3992846185131597,topk30,-0.1819447792072634,-0.04763035570379934
E5.4_dropedge_p50_dann,0,lycos_ids2017,-0.16292671080042578,0.23635790771273393,0.3992846185131597,topk40,-0.2847795401422695,-0.30517786985032
E5.4_dropedge_p50_dann,0,lycos_ids2017,-0.16292671080042578,0.23635790771273393,0.3992846185131597,prevalence_transfer,-0.11646656118553252,0.1163584757857684
B3_within,1,lycos_ids2017,0.15875161875678548,0.97916874464952,0.8204171258927345,otsu,0.15875581612320397,5.116137006431783e-06
B3_within,1,lycos_ids2017,0.15875161875678548,0.97916874464952,0.8204171258927345,gmm,0.15875161875678548,0.0
B3_within,1,lycos_ids2017,0.15875161875678548,0.97916874464952,0.8204171258927345,topk10,0.21981376820630888,0.07442817503727607
B3_within,1,lycos_ids2017,0.15875161875678548,0.97916874464952,0.8204171258927345,topk20,0.3294695499510211,0.20808674734632024
B3_within,1,lycos_ids2017,0.15875161875678548,0.97916874464952,0.8204171258927345,topk30,0.4313421469890255,0.33225845686195477
B3_within,1,lycos_ids2017,0.15875161875678548,0.97916874464952,0.8204171258927345,topk40,0.537910748160575,0.46215408898395277
B3_within,1,lycos_ids2017,0.15875161875678548,0.97916874464952,0.8204171258927345,prevalence_transfer,0.9754479818290129,0.9954647913810206
E7.1_lqe_tierA,1,lycos_ids2017,-0.21422111503147903,0.027041329062127584,0.24126244409360662,otsu,-0.1799544508290183,0.14203066014354782
E7.1_lqe_tierA,1,lycos_ids2017,-0.21422111503147903,0.027041329062127584,0.24126244409360662,gmm,-0.1598569752683798,0.22533196149669554
E7.1_lqe_tierA,1,lycos_ids2017,-0.21422111503147903,0.027041329062127584,0.24126244409360662,topk10,-0.15043545229800587,0.2643828921368515
E7.1_lqe_tierA,1,lycos_ids2017,-0.21422111503147903,0.027041329062127584,0.24126244409360662,topk20,-0.18217093140710539,0.13284364976398316
E7.1_lqe_tierA,1,lycos_ids2017,-0.21422111503147903,0.027041329062127584,0.24126244409360662,topk30,-0.15910407566256074,0.22845262790894058
E7.1_lqe_tierA,1,lycos_ids2017,-0.21422111503147903,0.027041329062127584,0.24126244409360662,topk40,-0.2285255056217468,-0.05928975246855191
E7.1_lqe_tierA,1,lycos_ids2017,-0.21422111503147903,0.027041329062127584,0.24126244409360662,prevalence_transfer,-0.15402340262121345,0.24951132629208414
E6.1_anomal_e,0,lycos_ids2017,-0.18876963359018262,0.0,0.18876963359018262,otsu,-0.3086349629700864,-0.6349820524636419
E6.1_anomal_e,0,lycos_ids2017,-0.18876963359018262,0.0,0.18876963359018262,gmm,-0.30879281309828976,-0.6358182575523589
E6.1_anomal_e,0,lycos_ids2017,-0.18876963359018262,0.0,0.18876963359018262,topk10,-0.14412758291501418,0.23648957634831233
E6.1_anomal_e,0,lycos_ids2017,-0.18876963359018262,0.0,0.18876963359018262,topk20,-0.23124370060355054,-0.22500476483192622
E6.1_anomal_e,0,lycos_ids2017,-0.18876963359018262,0.0,0.18876963359018262,topk30,-0.23060843662718655,-0.22163947792490632
E6.1_anomal_e,0,lycos_ids2017,-0.18876963359018262,0.0,0.18876963359018262,topk40,-0.25887819837817866,-0.37139747243564175
E6.1_anomal_e,0,lycos_ids2017,-0.18876963359018262,0.0,0.18876963359018262,prevalence_transfer,-0.24422783889540148,-0.29378774673906605
E1.B,2,ton_iot,-0.05392129621507478,0.20297651703276265,0.25689781324783745,otsu,-0.04863190157621834,0.02058948876203002
E1.B,2,ton_iot,-0.05392129621507478,0.20297651703276265,0.25689781324783745,gmm,-0.12833462745119315,-0.28966120923859123
E1.B,2,ton_iot,-0.05392129621507478,0.20297651703276265,0.25689781324783745,topk10,-0.1438476179535979,-0.35004705023225857
E1.B,2,ton_iot,-0.05392129621507478,0.20297651703276265,0.25689781324783745,topk20,-0.14052779900329934,-0.3371243285152939
E1.B,2,ton_iot,-0.05392129621507478,0.20297651703276265,0.25689781324783745,topk30,-0.050195361244660515,0.01450356826050417
E1.B,2,ton_iot,-0.05392129621507478,0.20297651703276265,0.25689781324783745,topk40,0.04531133503082142,0.3862727751215358
E1.B,2,ton_iot,-0.05392129621507478,0.20297651703276265,0.25689781324783745,prevalence_transfer,0.0356713086979816,0.34874802467323285
E6.2_msa,2,unsw_nb15,0.2722117827181175,0.46815662242054823,0.1959448397024307,otsu,0.46207353111575444,0.9689550828996987
E6.2_msa,2,unsw_nb15,0.2722117827181175,0.46815662242054823,0.1959448397024307,gmm,0.46164063234364067,0.9667457939346451
E6.2_msa,2,unsw_nb15,0.2722117827181175,0.46815662242054823,0.1959448397024307,topk10,0.3294333535053415,0.29202897547147866
E6.2_msa,2,unsw_nb15,0.2722117827181175,0.46815662242054823,0.1959448397024307,topk20,0.4578522725695584,0.9474119866252237
E6.2_msa,2,unsw_nb15,0.2722117827181175,0.46815662242054823,0.1959448397024307,topk30,0.40780343534812274,0.6919888925675198
E6.2_msa,2,unsw_nb15,0.2722117827181175,0.46815662242054823,0.1959448397024307,topk40,0.31896127360456494,0.2385849556305896
E6.2_msa,2,unsw_nb15,0.2722117827181175,0.46815662242054823,0.1959448397024307,prevalence_transfer,0.36361075446372654,0.46645255820163967
E3.A,0,cic_ids2018,-0.00022229003279517254,0.17158071356617013,0.1718030035989653,otsu,0.030241608729231328,0.17731877862355355
E3.A,0,cic_ids2018,-0.00022229003279517254,0.17158071356617013,0.1718030035989653,gmm,0.045637796529713365,0.266934137365598
E3.A,0,cic_ids2018,-0.00022229003279517254,0.17158071356617013,0.1718030035989653,topk10,0.1666773497403077,0.9714593824138942
E3.A,0,cic_ids2018,-0.00022229003279517254,0.17158071356617013,0.1718030035989653,topk20,0.16559681858112613,0.9651700211306431
E3.A,0,cic_ids2018,-0.00022229003279517254,0.17158071356617013,0.1718030035989653,topk30,0.14060408679851355,0.8196968264887591
E3.A,0,cic_ids2018,-0.00022229003279517254,0.17158071356617013,0.1718030035989653,topk40,0.12963259208328873,0.7558359248433184
E3.A,0,cic_ids2018,-0.00022229003279517254,0.17158071356617013,0.1718030035989653,prevalence_transfer,0.17084955379352007,0.9957441967990456
E1.E,0,unsw_nb15,0.24865166059563604,0.3836404286989402,0.13498876810330418,otsu,0.25855597851196305,0.07337142234491269
E1.E,0,unsw_nb15,0.24865166059563604,0.3836404286989402,0.13498876810330418,gmm,0.2581411750534804,0.0702985484731753
E1.E,0,unsw_nb15,0.24865166059563604,0.3836404286989402,0.13498876810330418,topk10,0.008266971776932992,-1.7807754837405545
E1.E,0,unsw_nb15,0.24865166059563604,0.3836404286989402,0.13498876810330418,topk20,0.38210492251139194,0.9886249336954228
E1.E,0,unsw_nb15,0.24865166059563604,0.3836404286989402,0.13498876810330418,topk30,0.3099503877038887,0.4541024262206912
E1.E,0,unsw_nb15,0.24865166059563604,0.3836404286989402,0.13498876810330418,topk40,0.2298630844181729,-0.1391862185384536
E1.E,0,unsw_nb15,0.24865166059563604,0.3836404286989402,0.13498876810330418,prevalence_transfer,0.05461394429538291,-1.437436010615046
E7.1_lqe_tierB,0,unsw_nb15,-0.21332237341040083,0.0421819766093358,0.25550435001973665,otsu,-0.23643934431625047,-0.0904758408381851
E7.1_lqe_tierB,0,unsw_nb15,-0.21332237341040083,0.0421819766093358,0.25550435001973665,gmm,-0.2986906434634012,-0.334116699173247
E7.1_lqe_tierB,0,unsw_nb15,-0.21332237341040083,0.0421819766093358,0.25550435001973665,topk10,-0.07812827663017213,0.5291263994909892
E7.1_lqe_tierB,0,unsw_nb15,-0.21332237341040083,0.0421819766093358,0.25550435001973665,topk20,-0.1331522477568738,0.31377205768643174
E7.1_lqe_tierB,0,unsw_nb15,-0.21332237341040083,0.0421819766093358,0.25550435001973665,topk30,-0.18337872211670672,0.11719429157030434
E7.1_lqe_tierB,0,unsw_nb15,-0.21332237341040083,0.0421819766093358,0.25550435001973665,topk40,-0.2314497603608728,-0.07094746899249155
E7.1_lqe_tierB,0,unsw_nb15,-0.21332237341040083,0.0421819766093358,0.25550435001973665,prevalence_transfer,-0.09252847359046719,0.47276650988761176
E3.A,2,cic_ids2018,-0.36256864280055956,0.0,0.36256864280055956,otsu,-0.3704604228279012,-0.02176630600590224
E3.A,2,cic_ids2018,-0.36256864280055956,0.0,0.36256864280055956,gmm,-0.3703599336408313,-0.021489146938053195
E3.A,2,cic_ids2018,-0.36256864280055956,0.0,0.36256864280055956,topk10,-0.11686084771244674,0.6776862808383318
E3.A,2,cic_ids2018,-0.36256864280055956,0.0,0.36256864280055956,topk20,-0.1710567573355964,0.5282086282632813
E3.A,2,cic_ids2018,-0.36256864280055956,0.0,0.36256864280055956,topk30,-0.21914524057954154,0.3955758587206667
E3.A,2,cic_ids2018,-0.36256864280055956,0.0,0.36256864280055956,topk40,-0.2694239318988708,0.2569022797509972
E3.A,2,cic_ids2018,-0.36256864280055956,0.0,0.36256864280055956,prevalence_transfer,-0.12918722786227382,0.6436889112516643
E6.1_anomal_e,0,cic_ids2018,-0.12339645066880973,0.21013121563890297,0.3335276663077127,otsu,0.0640266581865799,0.5619417151513694
E6.1_anomal_e,0,cic_ids2018,-0.12339645066880973,0.21013121563890297,0.3335276663077127,gmm,0.024720279109945457,0.4440912845955714
E6.1_anomal_e,0,cic_ids2018,-0.12339645066880973,0.21013121563890297,0.3335276663077127,topk10,-0.10130730583386836,0.066228823172234
E6.1_anomal_e,0,cic_ids2018,-0.12339645066880973,0.21013121563890297,0.3335276663077127,topk20,-0.12468822131258814,-0.0038730539450559866
E6.1_anomal_e,0,cic_ids2018,-0.12339645066880973,0.21013121563890297,0.3335276663077127,topk30,-0.09634725719533846,0.08110029903341118
E6.1_anomal_e,0,cic_ids2018,-0.12339645066880973,0.21013121563890297,0.3335276663077127,topk40,-0.04906451265961122,0.2228658834575356
E6.1_anomal_e,0,cic_ids2018,-0.12339645066880973,0.21013121563890297,0.3335276663077127,prevalence_transfer,-0.11510871183385295,0.02484872972220097
B5_quant,0,cic_ids2018,0.07919078963805867,0.2580135537236855,0.17882276408562683,otsu,0.0929141328738323,0.07674270837913223
B5_quant,0,cic_ids2018,0.07919078963805867,0.2580135537236855,0.17882276408562683,gmm,0.0847576213068751,0.031130441905879644
B5_quant,0,cic_ids2018,0.07919078963805867,0.2580135537236855,0.17882276408562683,topk10,0.08840363650718497,0.05151942995755758
B5_quant,0,cic_ids2018,0.07919078963805867,0.2580135537236855,0.17882276408562683,topk20,0.25611127447222076,0.9893622086584353
B5_quant,0,cic_ids2018,0.07919078963805867,0.2580135537236855,0.17882276408562683,topk30,0.18729663859248916,0.6045418742250593
B5_quant,0,cic_ids2018,0.07919078963805867,0.2580135537236855,0.17882276408562683,topk40,0.12810537163036978,0.27353666208228966
B5_quant,0,cic_ids2018,0.07919078963805867,0.2580135537236855,0.17882276408562683,prevalence_transfer,0.10456053666161781,0.14187090303229616
E3.B,2,lycos_ids2017,-0.41332463960344146,0.0296149715222827,0.44293961112572416,otsu,-0.43124522971115115,-0.04045831453674867
E3.B,2,lycos_ids2017,-0.41332463960344146,0.0296149715222827,0.44293961112572416,gmm,-0.4695269134494342,-0.12688473199124264
E3.B,2,lycos_ids2017,-0.41332463960344146,0.0296149715222827,0.44293961112572416,topk10,-0.17972077590046873,0.5273943847769047
E3.B,2,lycos_ids2017,-0.41332463960344146,0.0296149715222827,0.44293961112572416,topk20,-0.26740677218149395,0.32943061256386513
E3.B,2,lycos_ids2017,-0.41332463960344146,0.0296149715222827,0.44293961112572416,topk30,-0.3435853825296724,0.15744642231596268
E3.B,2,lycos_ids2017,-0.41332463960344146,0.0296149715222827,0.44293961112572416,topk40,-0.4190203021463395,-0.01285877893923872
E3.B,2,lycos_ids2017,-0.41332463960344146,0.0296149715222827,0.44293961112572416,prevalence_transfer,-0.2995803870582115,0.2567940407410182
E1.E,2,unsw_nb15,0.29923420303170467,0.559565199028046,0.26033099599634135,otsu,0.29508708561087177,-0.01593017153013614
E1.E,2,unsw_nb15,0.29923420303170467,0.559565199028046,0.26033099599634135,gmm,0.29443154360157553,-0.018448281241918028
E1.E,2,unsw_nb15,0.29923420303170467,0.559565199028046,0.26033099599634135,topk10,0.2142654367921704,-0.32638743578858515
E1.E,2,unsw_nb15,0.29923420303170467,0.559565199028046,0.26033099599634135,topk20,0.5034224247194087,0.7843408000888746
E1.E,2,unsw_nb15,0.29923420303170467,0.559565199028046,0.26033099599634135,topk30,0.4669076551821735,0.6440779420396996
E1.E,2,unsw_nb15,0.29923420303170467,0.559565199028046,0.26033099599634135,topk40,0.3647274373398445,0.2515767823093191
E1.E,2,unsw_nb15,0.29923420303170467,0.559565199028046,0.26033099599634135,prevalence_transfer,0.3612962537847778,0.2383967015358607
B4_raw,1,lycos_ids2017,0.30563787847293594,0.4557043683448409,0.15006648987190496,otsu,0.30531562114819377,-0.0021474302825184037
B4_raw,1,lycos_ids2017,0.30563787847293594,0.4557043683448409,0.15006648987190496,gmm,0.30455613250440133,-0.007208444533206412
B4_raw,1,lycos_ids2017,0.30563787847293594,0.4557043683448409,0.15006648987190496,topk10,0.32374387799702653,0.12065318206313523
B4_raw,1,lycos_ids2017,0.30563787847293594,0.4557043683448409,0.15006648987190496,topk20,0.3079805200471243,0.015610690809040675
B4_raw,1,lycos_ids2017,0.30563787847293594,0.4557043683448409,0.15006648987190496,topk30,0.3581583214939245,0.3499811521267634
B4_raw,1,lycos_ids2017,0.30563787847293594,0.4557043683448409,0.15006648987190496,topk40,0.4295228512986936,0.8255338878886583
B4_raw,1,lycos_ids2017,0.30563787847293594,0.4557043683448409,0.15006648987190496,prevalence_transfer,0.33716400063092095,0.2100810259831848
E10.1_gib_b0.1,0,lycos_ids2017,-0.08358938109688716,0.044581685738710165,0.1281710668355973,otsu,-0.08695012050020828,-0.02622073363586719
E10.1_gib_b0.1,0,lycos_ids2017,-0.08358938109688716,0.044581685738710165,0.1281710668355973,gmm,-0.10209321950721431,-0.14436829517898678
E10.1_gib_b0.1,0,lycos_ids2017,-0.08358938109688716,0.044581685738710165,0.1281710668355973,topk10,-0.16654047009011258,-0.6471904388501757
E10.1_gib_b0.1,0,lycos_ids2017,-0.08358938109688716,0.044581685738710165,0.1281710668355973,topk20,-0.2178691901977982,-1.0476608521418436
E10.1_gib_b0.1,0,lycos_ids2017,-0.08358938109688716,0.044581685738710165,0.1281710668355973,topk30,-0.3077484450223927,-1.748905345486671
E10.1_gib_b0.1,0,lycos_ids2017,-0.08358938109688716,0.044581685738710165,0.1281710668355973,topk40,-0.3821368412087763,-2.329289031313366
E10.1_gib_b0.1,0,lycos_ids2017,-0.08358938109688716,0.044581685738710165,0.1281710668355973,prevalence_transfer,-0.2567419894438998,-1.350949263526942
E4.1_cic_ids2018,0,unsw_nb15,0.2649585917321806,0.7983451337910752,0.5333865420588946,otsu,0.264545226895033,-0.0007749817525429024
E4.1_cic_ids2018,0,unsw_nb15,0.2649585917321806,0.7983451337910752,0.5333865420588946,gmm,0.259737721150081,-0.009788155812756081
E4.1_cic_ids2018,0,unsw_nb15,0.2649585917321806,0.7983451337910752,0.5333865420588946,topk10,0.7749034299324766,0.9560511898779587
E4.1_cic_ids2018,0,unsw_nb15,0.2649585917321806,0.7983451337910752,0.5333865420588946,topk20,0.46943172431383334,0.38334887826824016
E4.1_cic_ids2018,0,unsw_nb15,0.2649585917321806,0.7983451337910752,0.5333865420588946,topk30,0.3378808721065586,0.13671563608053344
