method,seed,test_fold,reported_mcc,oracle_mcc,gap,cal_method,calibrated_mcc,oracle_recovery
E3.A,0,unsw_nb15,-0.37918000046520295,0.008558935684719358,0.38773893614992233,gmm,-0.38506677660865746,-0.015182318809422689
E3.A,0,unsw_nb15,-0.37918000046520295,0.008558935684719358,0.38773893614992233,topk10,-0.0883750871109183,0.7500018343317542
E3.A,0,unsw_nb15,-0.37918000046520295,0.008558935684719358,0.38773893614992233,topk20,-0.14971511402988252,0.5918025378462276
E3.A,0,unsw_nb15,-0.37918000046520295,0.008558935684719358,0.38773893614992233,topk30,-0.20468904414360428,0.4500217544676255
E3.A,0,unsw_nb15,-0.37918000046520295,0.008558935684719358,0.38773893614992233,topk40,-0.2603103003356976,0.30657148160004094
E3.A,0,unsw_nb15,-0.37918000046520295,0.008558935684719358,0.38773893614992233,prevalence_transfer,-0.1056478660657671,0.7054543892741081
E6.2_msa,2,lycos_ids2017,-0.2032304325673014,0.05804797586110335,0.2612784084284047,otsu,-0.38926002125880066,-0.711997557741075
E6.2_msa,2,lycos_ids2017,-0.2032304325673014,0.05804797586110335,0.2612784084284047,gmm,-0.3863491737811276,-0.7008567692802838
E6.2_msa,2,lycos_ids2017,-0.2032304325673014,0.05804797586110335,0.2612784084284047,topk10,-0.1520018074812656,0.19606911031867147
E6.2_msa,2,lycos_ids2017,-0.2032304325673014,0.05804797586110335,0.2612784084284047,topk20,-0.23843238055979635,-0.13472964798061746
E6.2_msa,2,lycos_ids2017,-0.2032304325673014,0.05804797586110335,0.2612784084284047,topk30,-0.30784292826333925,-0.40038706728690016
E6.2_msa,2,lycos_ids2017,-0.2032304325673014,0.05804797586110335,0.2612784084284047,topk40,-0.38399857855091013,-0.6918602538607498
E6.2_msa,2,lycos_ids2017,-0.2032304325673014,0.05804797586110335,0.2612784084284047,prevalence_transfer,-0.2661235948113278,-0.24071320176179173
E8.1_ts_sage_d60,0,unsw_nb15,0.004618826745876861,0.2153064221199497,0.21068759537407283,otsu,0.015269768813728614,0.050553247090514064
E8.1_ts_sage_d60,0,unsw_nb15,0.004618826745876861,0.2153064221199497,0.21068759537407283,gmm,0.014362808902884062,0.04624848529742294
E8.1_ts_sage_d60,0,unsw_nb15,0.004618826745876861,0.2153064221199497,0.21068759537407283,topk10,-0.20221154451651124,-0.9816922106646274
E8.1_ts_sage_d60,0,unsw_nb15,0.004618826745876861,0.2153064221199497,0.21068759537407283,topk20,-0.20221154451651124,-0.9816922106646274
E8.1_ts_sage_d60,0,unsw_nb15,0.004618826745876861,0.2153064221199497,0.21068759537407283,topk30,-0.13825156194782548,-0.6781148574031517
E8.1_ts_sage_d60,0,unsw_nb15,0.004618826745876861,0.2153064221199497,0.21068759537407283,topk40,0.11134554381324671,0.5065638386440269
